DEPTH,FEATURE0,FEATURE1
136.41242584992534,400,1203
136.42350425999538,555,1197
136.43458267006542,233,1143
136.4456610801355,233,1160
136.45673949020554,238,1132
136.46781790027558,544,1130
136.47889631034565,431,1136
136.4899747204157,540,1136
136.50105313048573,581,1125
136.5121315405558,581,1124
136.52320995062584,556,1112
136.5342883606959,558,1115
136.54536677076595,557,1115
136.556445180836,557,1124
136.56752359090606,556,1126
136.5786020009761,581,1138
136.58968041104615,578,1130
136.60075882111622,466,1107
136.61183723118626,505,1131
136.6229156412563,206,1126
136.63399405132637,204,1137
136.6450724613964,206,1130
136.65615087146645,203,1124
136.66722928153652,400,1122
136.67830769160656,446,1129
136.68938610167663,456,1127
136.70046451174667,557,1119
136.71154292181672,547,1130
136.72262133188678,574,1146
136.73369974195683,556,1145
136.74477815202687,556,1156
136.75585656209694,574,1165
136.76693497216698,576,1170
136.77801338223702,524,1167
136.7890917923071,555,1158
136.80017020237713,476,1137
136.81124861244717,196,1169
136.82232702251724,554,1163
136.83340543258728,555,1163
136.84448384265733,555,1150
136.8555622527274,580,1156
136.86664066279744,582,1156
136.87771907286748,556,1161
136.88879748293755,557,1165
136.8998758930076,557,1170
136.91095430307763,459,1170
136.9220327131477,525,1181
136.93311112321774,555,1192
136.9441895332878,556,1196
136.95526794335785,557,1207
136.96634635342792,460,1199
136.97742476349796,413,1214
136.988503173568,187,1205
136.99958158363808,460,1197
137.01065999370812,433,1205
137.02173840377816,554,1185
137.03281681384823,586,1190
137.04389522391827,554,1188
137.0549736339883,453,1137
137.06605204405838,415,1181
137.07713045412842,466,1179
137.08820886419846,452,1178
137.09928727426853,454,1122
137.11036568433857,454,1152
137.12144409440862,436,1186
137.1325225044787,448,1195
137.14360091454873,383,1212
137.15467932461877,284,1199
137.16575773468884,238,1195
137.17683614475888,351,1211
137.18791455482892,387,1232
137.198992964899,585,1243
137.21007137496903,600,1253
137.22114978503907,600,1276
137.23222819510914,604,1291
137.24330660517919,554,1253
137.25438501524926,605,1293
137.2654634253193,456,1263
137.27654183538937,555,1227
137.2876202454594,547,1264
137.29869865552945,463,1260
137.30977706559952,508,1310
137.32085547566956,522,1310
137.3319338857396,543,1293
137.34301229580967,558,1278
137.3540907058797,564,1279
137.36516911594975,566,1262
137.37624752601982,587,1231
137.38732593608987,634,1256
137.3984043461599,601,1254
137.40948275622998,600,1244
137.42056116630002,635,1234
137.43163957637006,643,1230
137.44271798644013,618,1184
137.45379639651017,629,1184
137.4648748065802,647,1262
137.47595321665028,639,1257
137.48703162672032,648,1250
137.49811003679037,621,1264
137.50918844686043,618,1261
137.52026685693048,638,1293
137.53134526700052,644,1331
137.5424236770706,663,1317
137.55350208714063,664,1261
137.5645804972107,670,1261
137.57565890728074,666,1309
137.58673731735078,671,1262
137.59781572742085,670,1263
137.6088941374909,666,1278
137.61997254756093,667,1231
137.631050957631,667,1261
137.64212936770105,666,1144
137.65320777777112,565,1213
137.66428618784116,335,1259
137.6753645979112,240,1261
137.68644300798127,642,1255
137.6975214180513,610,1152
137.70859982812135,670,1245
137.71967823819142,554,1261
137.73075664826146,579,1152
137.7418350583315,677,1152
137.75291346840157,676,1168
137.76399187847161,592,1152
137.77507028854166,603,1260
137.78614869861173,398,1247
137.79722710868177,587,1153
137.8083055187518,554,1191
137.81938392882188,682,1223
137.83046233889192,308,1183
137.84154074896196,277,1245
137.85261915903203,301,1262
137.8636975691021,306,1199
137.8747759791721,278,1262
137.88585438924218,268,1247
137.89693279931222,603,1168
137.90801120938227,556,1246
137.91908961945234,555,1215
137.93016802952238,443,1260
137.94124643959245,555,1261
137.9523248496625,540,1260
137.96340325973256,284,1253
137.9744816698026,398,1261
137.98556007987264,493,1128
137.9966384899427,284,1152
138.00771690001275,274,1261
138.0187953100828,350,1260
138.02987372015286,294,1200
138.0409521302229,291,1264
138.05203054029295,691,1184
138.06310895036302,610,1260
138.07418736043306,646,1137
138.0852657705031,618,1260
138.09634418057317,603,1200
138.1074225906432,587,1222
138.11850100071325,556,1245
138.12957941078332,572,1199
138.14065782085336,557,1167
138.15173623092343,554,1168
138.16281464099347,557,1260
138.17389305106352,634,1176
138.18497146113356,672,1160
138.19604987120363,670,1383
138.20712828127367,667,1215
138.2182066913437,667,1246
138.22928510141378,665,1260
138.24036351148382,661,1207
138.2514419215539,658,1262
138.26252033162393,653,1152
138.273598741694,648,1260
138.28467715176404,647,1260
138.29575556183408,622,1278
138.30683397190415,643,1145
138.3179123819742,640,1263
138.32899079204424,640,1232
138.3400692021143,641,1261
138.35114761218435,637,1260
138.3622260222544,633,1253
138.37330443232446,630,1239
138.3843828423945,629,1199
138.39546125246454,629,1184
138.4065396625346,630,1214
138.41761807260465,628,1260
138.4286964826747,580,1215
138.43977489274477,556,1230
138.4508533028148,555,1153
138.46193171288485,557,1153
138.47301012295492,398,1263
138.48408853302496,243,1264
138.495166943095,349,1247
138.50624535316507,477,1207
138.5173237632351,634,1271
138.52840217330515,603,1200
138.53948058337522,233,1356
138.55055899344526,235,1262
138.56163740351533,233,1285
138.57271581358538,554,1329
138.58379422365545,313,1309
138.5948726337255,226,1311
138.60595104379553,226,1289
138.6170294538656,313,1262
138.62810786393564,216,1312
138.63918627400568,593,1262
138.65026468407575,587,1262
138.6613430941458,424,1262
138.67242150421583,207,1263
138.6834999142859,202,1299
138.69457832435594,642,1313
138.705656734426,643,1321
138.71673514449606,643,1331
138.7278135545661,655,1328
138.73889196463614,634,1343
138.7499703747062,546,1340
138.76104878477625,528,1262
138.7721271948463,613,1254
138.78320560491636,510,1348
138.7942840149864,517,1310
138.80536242505644,519,1262
138.8164408351265,519,1263
138.82751924519656,507,1253
138.8385976552666,524,1261
138.84967606533667,554,1260
138.86075447540674,485,1152
138.87183288547675,165,1262
138.88291129554682,160,1270
138.89398970561686,472,1263
138.90506811568693,555,1178
138.91614652575697,509,1261
138.927224935827,509,1335
138.93830334589708,511,1324
138.94938175596712,523,1325
138.9604601660372,507,1326
138.97153857610724,509,1262
138.98261698617728,519,1261
138.99369539624735,538,1308
139.0047738063174,553,1298
139.01585221638743,576,1297
139.0269306264575,595,1261
139.03800903652754,567,1298
139.04908744659758,575,1298
139.06016585666765,577,1304
139.0712442667377,580,1305
139.08232267680773,586,1303
139.0934010868778,597,1310
139.10447949694785,614,1270
139.1155579070179,617,1261
139.12663631708796,620,1261
139.137714727158,626,1262
139.14879313722807,626,1261
139.1598715472981,623,1245
139.17094995736815,625,1262
139.1820283674382,637,1247
139.19310677750826,618,1262
139.2041851875783,612,1317
139.21526359764835,617,1262
139.22634200771842,618,1328
139.23742041778846,613,1329
139.24849882785853,607,1333
139.25957723792857,610,1332
139.27065564799864,605,1336
139.28173405806868,603,1260
139.29281246813872,605,1261
139.3038908782088,600,1261
139.31496928827883,599,1277
139.32604769834887,599,1261
139.33712610841894,601,1223
139.34820451848898,605,1231
139.35928292855903,606,1261
139.3703613386291,603,1261
139.38143974869914,599,1199
139.39251815876918,601,1260
139.40359656883925,598,1293
139.4146749789093,595,1296
139.42575338897933,307,1263
139.4368317990494,595,1215
139.44791020911944,601,1260
139.45898861918948,597,1262
139.47006702925955,218,1260
139.4811454393296,593,1294
139.49222384939964,594,1263
139.5033022594697,593,1271
139.51438066953975,593,1261
139.5254590796098,594,1215
139.53653748967986,593,1152
139.5476158997499,555,1227
139.55869430981997,595,1168
139.56977271989,594,1153
139.58085112996008,575,1199
139.59192954003012,343,1301
139.60300795010016,316,1262
139.61408636017023,398,1285
139.62516477024027,596,1262
139.63624318031032,597,1260
139.6473215903804,597,1263
139.65840000045043,598,1294
139.66947841052047,461,1262
139.68055682059054,554,1196
139.69163523066058,598,1152
139.70271364073062,599,1262
139.7137920508007,599,1263
139.72487046087073,602,1246
139.73594887094077,601,1253
139.74702728101084,601,1168
139.75810569108089,579,1319
139.76918410115093,593,1321
139.780262511221,343,1323
139.79134092129104,601,1270
139.80241933136108,604,1246
139.81349774143115,555,1263
139.8245761515012,602,1207
139.83565456157123,556,1261
139.8467329716413,438,1237
139.85781138171137,398,1253
139.8688897917814,229,1278
139.87996820185145,229,1263
139.8910466119215,557,1309
139.90212502199157,608,1184
139.9132034320616,609,1247
139.92428184213165,375,1277
139.93536025220172,575,1246
139.94643866227176,408,1218
139.95751707234183,563,1297
139.96859548241187,248,1299
139.9796738924819,398,1213
139.99075230255198,249,1214
140.00183071262202,571,1158
140.01290912269207,606,1161
140.02398753276213,555,1245
140.03506594283218,398,1166
140.04614435290222,398,1183
140.0572227629723,320,1175
140.06830117304233,243,1173
140.07937958311237,461,1173
140.09045799318244,594,1170
140.10153640325248,555,1163
140.11261481332252,602,1175
140.1236932233926,232,1167
140.13477163346263,571,1155
140.1458500435327,446,1152
140.15692845360275,571,1121
140.1680068636728,600,1144
140.17908527374283,601,1143
140.1901636838129,600,1133
140.20124209388294,579,1118
140.21232050395298,576,1144
140.22339891402305,597,1130
140.2344773240931,596,1122
140.24555573416316,599,1119
140.2566341442332,602,1124
140.26771255430327,597,1134
140.27879096437331,595,1116
140.28986937444336,590,1128
140.30094778451343,691,1125
140.31202619458347,603,1129
140.3231046046535,597,1127
140.33418301472358,686,1136
140.34526142479362,591,1154
140.35633983486366,588,1148
140.36741824493373,589,1156
140.37849665500377,587,1154
140.3895750650738,586,1154
140.40065347514388,584,1153
140.41173188521392,585,1137
140.42281029528397,665,1097
140.43388870535404,634,1105
140.44496711542408,602,1120
140.45604552549412,697,1105
140.4671239355642,585,1106
140.47820234563423,585,1098
140.48928075570427,586,1104
140.50035916577434,584,1104
140.51143757584438,582,1101
140.52251598591442,586,1099
140.5335943959845,581,1100
140.54467280605454,583,1107
140.5557512161246,582,1119
140.56682962619465,583,1115
140.57790803626472,579,1129
140.58898644633476,580,1130
140.6000648564048,578,1129
140.61114326647487,581,1129
140.6222216765449,581,1130
140.63330008661495,581,1135
140.64437849668502,577,1133
140.65545690675506,579,1129
140.6665353168251,587,1125
140.67761372689517,583,1125
140.68869213696522,681,1122
140.69977054703526,602,1120
140.71084895710533,710,1121
140.72192736717537,618,1120
140.7330057772454,664,1120
140.74408418731548,585,1126
140.75516259738552,587,1164
140.76624100745556,586,1125
140.77731941752563,689,1122
140.78839782759567,676,1127
140.79947623766571,678,1127
140.81055464773578,669,1130
140.82163305780583,583,1129
140.83271146787587,583,1128
140.84378987794594,655,1127
140.854868288016,626,1122
140.86594669808605,640,1122
140.8770251081561,629,1130
140.88810351822613,615,1125
140.8991819282962,619,1124
140.91026033836624,597,1115
140.92133874843628,579,1113
140.93241715850635,623,1115
140.9434955685764,610,1115
140.95457397864647,579,1115
140.9656523887165,577,1114
140.97673079878655,566,1114
140.98780920885662,556,1115
140.99888761892666,555,1117
141.0099660289967,551,1119
141.02104443906677,535,1118
141.0321228491368,510,1124
141.04320125920685,516,1121
141.05427966927692,563,1122
141.06535807934696,578,1122
141.076436489417,574,1124
141.08751489948708,556,1128
141.09859330955712,574,1135
141.10967171962716,477,1136
141.12075012969723,526,1134
141.13182853976727,468,1132
141.14290694983734,458,1133
141.15398535990738,454,1135
141.16506376997745,444,1134
141.17614218004746,431,1131
141.18722059011753,418,1131
141.19829900018757,413,1152
141.20937741025762,404,1127
141.2204558203277,586,1126
141.23153423039773,590,1124
141.2426126404678,589,1126
141.25369105053784,589,1128
141.2647694606079,589,1127
141.27584787067795,592,1132
141.286926280748,592,1134
141.29800469081806,592,1135
141.3090831008881,573,1131
141.32016151095814,571,1133
141.3312399210282,594,1130
141.34231833109826,493,1137
141.3533967411683,378,1131
141.36447515123837,414,1130
141.3755535613084,555,1131
141.38663197137845,575,1127
141.39771038144852,595,1120
141.40878879151856,554,1116
141.4198672015886,571,1113
141.43094561165867,428,1115
141.4420240217287,555,1114
141.45310243179875,453,1121
141.46418084186882,555,1106
141.47525925193887,461,1109
141.48633766200894,473,1108
141.49741607207898,485,1114
141.50849448214902,554,1183
141.51957289221906,596,1125
141.53065130228913,470,1127
141.54172971235917,504,1128
141.55280812242924,553,1135
141.56388653249928,579,1122
141.57496494256935,540,1127
141.5860433526394,556,1133
141.59712176270943,555,1199
141.6082001727795,571,1132
141.61927858284955,588,1127
141.6303569929196,587,1129
141.64143540298966,587,1132
141.6525138130597,545,1123
141.66359222312974,554,1116
141.6746706331998,558,1118
141.68574904326985,572,1114
141.6968274533399,583,1222
141.70790586340996,562,1113
141.71898427348,567,1114
141.73006268355005,573,1110
141.74114109362012,580,1114
141.75221950369016,589,1115
141.7632979137602,600,1114
141.77437632383027,603,1113
141.7854547339003,618,1119
141.79653314397035,622,1121
141.80761155404042,627,1126
141.81868996411046,639,1108
141.8297683741805,571,1108
141.84084678425057,566,1109
141.85192519432064,618,1124
141.86300360439068,594,1092
141.87408201446073,553,1120
141.88516042453077,616,1112
141.89623883460084,580,1111
141.90731724467088,564,1092
141.91839565474092,555,1085
141.929474064811,627,1103
141.94055247488103,588,1144
141.9516308849511,574,1137
141.96270929502114,560,1083
141.97378770509118,547,1105
141.98486611516125,528,1089
141.9959445252313,519,1094
142.00702293530134,515,1097
142.0181013453714,531,1101
142.02917975544145,485,1110
142.0402581655115,473,1115
142.05133657558156,466,1121
142.0624149856516,460,1118
142.07349339572164,450,1128
142.0845718057917,526,1114
142.09565021586175,441,1120
142.1067286259318,428,1135
142.11780703600186,476,1138
142.1288854460719,523,1139
142.13996385614197,525,1144
142.15104226621202,476,1142
142.1621206762821,515,1152
142.1731990863521,380,1144
142.18427749642217,527,1125
142.1953559064922,528,1112
142.20643431656225,527,1108
142.21751272663232,525,1106
142.22859113670236,372,1096
142.23966954677243,449,1091
142.25074795684247,383,1098
142.26182636691254,523,1096
142.27290477698259,386,1104
142.28398318705263,524,1080
142.2950615971227,524,1103
142.30614000719274,491,1104
142.31721841726278,522,1093
142.32829682733285,523,1085
142.3393752374029,524,1086
142.35045364747293,479,1104
142.361532057543,524,1092
142.37261046761304,527,1102
142.38368887768308,527,1110
142.39476728775315,420,1115
142.4058456978232,527,1105
142.41692410789324,417,1109
142.4280025179633,531,1115
142.43908092803335,416,1137
142.45015933810342,411,1125
142.46123774817346,400,1129
142.4723161582435,500,1137
142.48339456831357,530,1146
142.4944729783836,532,1130
142.50555138845365,534,1110
142.5166297985237,534,1107
142.52770820859376,539,1120
142.5387866186638,536,1115
142.54986502873388,367,1107
142.56094343880392,541,1097
142.572021848874,541,1105
142.58310025894403,384,1090
142.59417866901407,380,1083
142.60525707908414,381,1103
142.61633548915418,391,1104
142.62741389922422,540,1261
142.6384923092943,539,1168
142.64957071936433,547,1260
142.66064912943438,547,1227
142.67172753950445,546,1108
142.6828059495745,546,1106
142.69388435964453,428,1104
142.7049627697146,542,1107
142.71604117978464,492,1099
142.72711958985468,540,1097
142.73819799992475,538,1101
142.7492764099948,535,1102
142.76035482006483,493,1104
142.7714332301349,508,1103
142.78251164020494,532,1105
142.79359005027501,531,1105
142.80466846034506,532,1106
142.8157468704151,527,1108
142.82682528048514,525,1107
142.8379036905552,525,1107
142.84898210062528,523,1106
142.86006051069532,521,1106
142.87113892076536,516,1103
142.8822173308354,515,1105
142.89329574090547,514,1105
142.9043741509755,508,1108
142.91545256104558,444,1158
142.92653097111562,505,1107
142.93760938118567,439,1096
142.94868779125574,434,1088
142.95976620132578,471,1110
142.97084461139582,499,1099
142.9819230214659,502,1081
142.99300143153593,503,1104
143.00407984160597,495,1108
143.01515825167604,496,1079
143.02623666174608,495,1074
143.03731507181612,492,1081
143.0483934818862,496,1087
143.05947189195624,494,1106
143.07055030202628,493,1089
143.08162871209635,493,1096
143.0927071221664,497,1120
143.10378553223643,439,1103
143.1148639423065,490,1102
143.12594235237654,408,1104
143.1370207624466,489,1105
143.14809917251665,495,1108
143.1591775825867,494,1109
143.17025599265673,492,1103
143.1813344027268,491,1080
143.19241281279687,490,1096
143.20349122286692,494,1104
143.21456963293696,462,1103
143.22564804300703,490,1070
143.23672645307707,490,1104
143.2478048631471,480,1104
143.25888327321718,490,1083
143.26996168328722,494,1081
143.28104009335726,489,1107
143.29211850342733,489,1080
143.30319691349737,476,1104
143.31427532356741,489,1106
143.32535373363748,500,1106
143.33643214370753,510,1105
143.34751055377757,497,1079
143.35858896384764,506,1105
143.36966737391768,510,1107
143.38074578398772,516,1108
143.3918241940578,517,1106
143.40290260412783,522,1089
143.41398101419787,523,1108
143.42505942426794,514,1107
143.43613783433798,524,1115
143.44721624440803,525,1109
143.4582946544781,506,1076
143.46937306454814,508,1108
143.4804514746182,520,1105
143.49152988468825,515,1105
143.50260829475832,521,1108
143.51368670482833,514,1105
143.5247651148984,515,1191
143.53584352496844,525,1108
143.5469219350385,515,1104
143.55800034510855,514,1107
143.56907875517862,518,1105
143.58015716524866,517,1105
143.5912355753187,516,1103
143.60231398538878,517,1103
143.61339239545882,519,1105
143.62447080552886,520,1108
143.63554921559893,518,1076
143.64662762566897,519,1107
143.657706035739,521,1107
143.66878444580908,522,1104
143.67986285587912,524,1104
143.69094126594916,525,1083
143.70201967601923,529,1105
143.71309808608927,516,1104
143.72417649615932,516,1082
143.7352549062294,512,1104
143.74633331629943,530,1090
143.75741172636947,530,1094
143.76849013643954,531,1093
143.77956854650958,533,1104
143.79064695657965,528,1100
143.8017253666497,519,1101
143.81280377671973,527,1112
143.82388218678977,525,1116
143.83496059685984,526,1116
143.8460390069299,530,1120
143.85711741699996,525,1118
143.86819582707,524,1125
143.87927423714004,526,1122
143.8903526472101,522,1118
143.90143105728015,520,1132
143.91250946735022,512,1127
143.92358787742026,511,1106
143.9346662874903,524,1110
143.94574469756037,504,1110
143.9568231076304,520,1119
143.96790151770045,493,1128
143.97897992777052,488,1129
143.99005833784057,476,1141
144.0011367479106,460,1118
144.01221515798068,450,1140
144.02329356805072,445,1146
144.03437197812076,429,1159
144.04545038819083,429,1160
144.05652879826087,409,1112
144.0676072083309,415,1177
144.07868561840098,384,1186
144.08976402847102,515,1130
144.10084243854106,514,1089
144.11192084861113,517,1090
144.12299925868118,515,1084
144.13407766875125,516,1067
144.1451560788213,515,1066
144.15623448889136,353,1104
144.16731289896137,515,1114
144.17839130903144,366,1103
144.1894697191015,383,1073
144.20054812917155,388,1104
144.2116265392416,414,1105
144.22270494931166,424,1071
144.2337833593817,443,1076
144.24486176945175,469,1105
144.25594017952182,500,1106
144.26701858959186,517,1105
144.2780969996619,521,1103
144.28917540973197,522,1108
144.300253819802,573,1095
144.31133222987205,569,1107
144.32241063994212,551,1105
144.33348905001216,561,1106
144.3445674600822,591,1102
144.35564587015227,618,1111
144.36672428022231,634,1107
144.37780269029236,652,1124
144.38888110036243,664,1120
144.39995951043247,665,1132
144.4110379205025,695,1135
144.42211633057258,680,1133
144.43319474064262,642,1139
144.4442731507127,571,1140
144.45535156078273,711,1148
144.46642997085277,556,1156
144.47750838092284,571,1163
144.48858679099288,711,1170
144.49966520106295,555,1136
144.510743611133,712,1147
144.52182202120304,711,1156
144.53290043127308,665,1145
144.54397884134315,555,1134
144.5550572514132,555,1128
144.56613566148326,673,1127
144.5772140715533,652,1124
144.58829248162334,614,1121
144.5993708916934,592,1121
144.61044930176345,587,1108
144.6215277118335,639,1124
144.63260612190356,536,1131
144.6436845319736,571,1138
144.65476294204365,546,1143
144.66584135211372,518,1136
144.67691976218376,499,1096
144.6879981722538,472,1143
144.69907658232387,451,1142
144.7101549923939,469,1111
144.72123340246395,539,1083
144.73231181253402,539,1106
144.74339022260406,406,1105
144.7544686326741,547,1105
144.76554704274417,547,1105
144.77662545281422,480,1106
144.78770386288429,548,1104
144.79878227295433,398,1103
144.80986068302437,551,1103
144.8209390930944,551,1071
144.83201750316448,549,1091
144.84309591323455,399,1076
144.8541743233046,397,1083
144.86525273337463,547,1095
144.87633114344467,548,1103
144.88740955351474,549,1099
144.89848796358478,551,1096
144.90956637365485,555,1113
144.9206447837249,548,1113
144.93172319379494,541,1135
144.942801603865,537,1124
144.95388001393505,536,1117
144.9649584240051,534,1115
144.97603683407516,529,1126
144.9871152441452,526,1098
144.99819365421524,353,1099
145.0092720642853,443,1104
145.02035047435535,520,1076
145.0314288844254,454,1073
145.04250729449546,379,1096
145.0535857045655,385,1152
145.06466411463555,398,1080
145.07574252470562,512,1069
145.08682093477566,510,1090
145.0978993448457,462,1095
145.10897775491577,472,1103
145.1200561649858,499,1109
145.13113457505588,498,1101
145.14221298512592,499,1106
145.153291395196,495,1107
145.164369805266,492,1103
145.17544821533608,471,1097
145.18652662540615,475,1103
145.1976050354762,487,1095
145.20868344554623,475,1094
145.2197618556163,486,1088
145.23084026568634,486,1089
145.24191867575638,487,1175
145.25299708582645,486,1106
145.2640754958965,484,1104
145.27515390596653,480,1104
145.2862323160366,477,1071
145.29731072610664,476,1108
145.3083891361767,477,1105
145.31946754624676,438,1105
145.3305459563168,460,1089
145.34162436638684,451,1096
145.3527027764569,442,1067
145.36378118652695,425,1065
145.374859596597,408,1062
145.38593800666706,397,1062
145.3970164167371,390,1108
145.40809482680714,417,1105
145.4191732368772,385,1105
145.43025164694726,393,1105
145.44133005701732,389,1107
145.45240846708737,383,1096
145.4634868771574,382,1058
145.47456528722748,351,1106
145.48564369729752,351,1106
145.4967221073676,358,1105
145.50780051743763,355,1089
145.51887892750767,396,1107
145.5299573375777,349,1106
145.54103574764778,342,1104
145.55211415771782,339,1107
145.5631925677879,273,1105
145.57427097785794,329,1096
145.58534938792798,397,1105
145.59642779799805,399,1152
145.6075062080681,458,1080
145.61858461813813,463,1105
145.6296630282082,436,1107
145.64074143827824,445,1099
145.65181984834828,429,1097
145.66289825841835,398,1103
145.6739766684884,463,1098
145.68505507855843,469,1103
145.6961334886285,466,1108
145.70721189869855,468,1107
145.7182903087686,467,1105
145.72936871883866,468,1099
145.7404471289087,407,1097
145.75152553897874,469,1104
145.7626039490488,472,1091
145.77368235911885,473,1109
145.78476076918892,480,1089
145.79583917925896,474,1121
145.80691758932903,481,1106
145.81799599939905,483,1106
145.82907440946911,493,1107
145.84015281953918,495,1106
145.85123122960923,475,1107
145.86230963967927,398,1107
145.87338804974934,494,1107
145.88446645981938,498,1109
145.89554486988942,447,1104
145.9066232799595,376,1168
145.91770169002953,255,1108
145.92878010009957,260,1108
145.93985851016964,512,1177
145.95093692023968,519,1121
145.96201533030973,520,1107
145.9730937403798,514,1114
145.98417215044984,527,1085
145.99525056051988,528,1104
146.00632897058995,528,1106
146.01740738066,532,1103
146.02848579073003,537,1093
146.0395642008001,376,1105
146.05064261087014,320,1159
146.06172102094018,453,1100
146.07279943101025,390,1087
146.0838778410803,429,1101
146.09495625115034,449,1101
146.1060346612204,348,1110
146.11711307129045,392,1107
146.12819148136052,452,1143
146.13926989143056,548,1199
146.15034830150063,553,1128
146.16142671157067,504,1108
146.1725051216407,537,1108
146.18358353171078,557,1114
146.19466194178082,559,1109
146.20574035185086,576,1136
146.21681876192093,590,1129
146.22789717199097,602,1112
146.23897558206102,571,1135
146.2500539921311,563,1122
146.26113240220113,652,1132
146.27221081227117,564,1145
146.28328922234124,579,1142
146.29436763241128,567,1149
146.30544604248132,563,1161
146.3165244525514,564,1163
146.32760286262143,565,1164
146.33868127269147,564,1160
146.34975968276154,564,1157
146.36083809283159,565,1158
146.37191650290163,570,1166
146.3829949129717,567,1154
146.39407332304174,568,1153
146.40515173311178,571,1153
146.41623014318185,567,1108
146.4273085532519,571,1153
146.43838696332196,569,1154
146.449465373392,555,1153
146.46054378346204,568,1109
146.4716221935321,571,1154
146.48270060360215,554,1145
146.49377901367222,555,1144
146.50485742374227,516,1145
146.5159358338123,557,1138
146.52701424388235,546,1148
146.53809265395242,571,1136
146.54917106402246,563,1118
146.56024947409253,573,1137
146.57132788416257,575,1132
146.5824062942326,582,1111
146.59348470430268,223,1113
146.60456311437272,228,1114
146.61564152444276,573,1100
146.62671993451283,398,1105
146.63779834458288,573,1106
146.64887675465292,572,1103
146.659955164723,572,1103
146.67103357479303,573,1104
146.68211198486307,575,1104
146.69319039493314,574,1105
146.70426880500318,575,1098
146.71534721507322,570,1104
146.7264256251433,366,1114
146.73750403521333,566,1121
146.74858244528338,575,1214
146.75966085535345,251,1119
146.7707392654235,505,1117
146.78181767549356,574,1124
146.7928960855636,249,1133
146.80397449563367,577,1119
146.8150529057037,577,1124
146.82613131577375,577,1118
146.83720972584382,575,1114
146.84828813591386,564,1123
146.8593665459839,564,1121
146.87044495605397,574,1121
146.88152336612401,573,1116
146.89260177619406,572,1121
146.90368018626413,573,1135
146.91475859633417,574,1134
146.9258370064042,555,1136
146.93691541647428,476,1137
146.94799382654432,475,1134
146.95907223661436,564,1137
146.97015064668443,574,1127
146.98122905675447,571,1118
146.9923074668245,571,1105
147.00338587689458,571,1092
147.01446428696462,572,1093
147.02554269703467,564,1087
147.03662110710474,571,1085
147.04769951717478,571,1107
147.05877792724482,563,1107
147.0698563373149,556,1115
147.08093474738493,572,1108
147.092013157455,574,1107
147.10309156752504,573,1079
147.11416997759508,572,1106
147.12524838766515,398,1106
147.1363267977352,477,1104
147.14740520780526,523,1105
147.1584836178753,554,1107
147.16956202794535,397,1106
147.18064043801542,476,1108
147.19171884808546,398,1105
147.2027972581555,398,1104
147.21387566822557,556,1104
147.2249540782956,262,1105
147.23603248836565,500,1081
147.24711089843572,555,1087
147.25818930850576,304,1105
147.2692677185758,555,1104
147.28034612864587,565,1089
147.29142453871592,539,1104
147.30250294878596,282,1104
147.31358135885603,398,1105
147.32465976892607,398,1104
147.3357381789961,493,1109
147.34681658906618,563,1101
147.35789499913622,565,1114
147.36897340920626,563,1111
147.38005181927633,565,1111
147.39113022934637,563,1119
147.40220863941641,557,1127
147.41328704948648,563,1130
147.42436545955653,554,1140
147.4354438696266,554,1137
147.44652227969664,565,1134
147.45760068976668,553,1137
147.46867909983675,476,1124
147.4797575099068,351,1142
147.49083591997686,556,1125
147.5019143300469,555,1110
147.51299274011694,553,1110
147.524071150187,557,1102
147.53514956025705,555,1100
147.5462279703271,553,1104
147.55730638039716,332,1107
147.5683847904672,555,1104
147.57946320053725,555,1105
147.59054161060732,399,1100
147.60162002067736,556,1102
147.6126984307474,556,1092
147.62377684081747,398,1108
147.6348552508875,237,1107
147.64593366095755,397,1118
147.65701207102762,555,1118
147.66809048109766,556,1111
147.6791688911677,555,1112
147.69024730123778,555,1102
147.70132571130782,556,1113
147.71240412137786,556,1116
147.72348253144793,554,1108
147.73456094151797,572,1093
147.745639351588,572,1101
147.75671776165808,556,1106
147.76779617172812,573,1089
147.7788745817982,573,1090
147.78995299186823,574,1099
147.8010314019383,574,1095
147.81210981200834,222,1095
147.8231882220784,398,1105
147.83426663214846,328,1103
147.8453450422185,228,1107
147.85642345228854,232,1106
147.8675018623586,573,1103
147.87858027242865,563,1098
147.8896586824987,477,1093
147.90073709256876,568,1100
147.9118155026388,477,1105
147.92289391270884,577,1105
147.9339723227789,398,1090
147.94505073284896,571,1096
147.956129142919,555,1093
147.96720755298907,256,1097
147.9782859630591,399,1087
147.98936437312915,259,1106
148.00044278319922,256,1087
148.01152119326926,398,1105
148.0225996033393,556,1106
148.03367801340937,571,1118
148.0447564234794,556,1119
148.05583483354945,563,1112
148.06691324361952,572,1123
148.07799165368957,562,1127
148.08907006375964,554,1120
148.10014847382968,556,1138
148.11122688389972,571,1138
148.1223052939698,555,1148
148.13338370403983,567,1149
148.1444621141099,477,1152
148.15554052417994,566,1150
148.16661893424998,568,1147
148.17769734432005,563,1137
148.1887757543901,240,1136
148.19985416446013,563,1138
148.2109325745302,562,1121
148.22201098460025,562,1113
148.2330893946703,561,1128
148.24416780474036,562,1117
148.2552462148104,561,1110
148.26632462488044,559,1104
148.2774030349505,557,1105
148.28848144502055,559,1106
148.2995598550906,562,1100
148.31063826516066,642,1076
148.3217166752307,659,1106
148.33279508530075,642,1094
